model,seed,best_epoch,test_accuracy,test_macro_f1,test_ece,train_time_min
compact,42,8,0.7961115635179153,0.7953441184363882,0.04004750978687004,46.69165273705
compact,52,8,0.7947882736156352,0.7938266838307326,0.036098030866017566,46.89406830115001
compact,62,8,0.7862377850162866,0.7849855224029819,0.04436926865276761,46.87137082229999
